iter	RMSE
0	0.9591551584
1	0.9191518386
2	0.8822414068
3	0.8490667007
4	0.8138007416
5	0.782262673
6	0.751638398
7	0.7228542498
8	0.6937125021
9	0.6658687713
10	0.6411853147
11	0.6175581006
12	0.593655874
13	0.5716560279
14	0.5518134752
15	0.5309123261
16	0.5128383311
17	0.493933164
18	0.4754756569
19	0.45752556
20	0.4425337924
21	0.4280530899
22	22	0.4141213432
23	0.3997245383
24	0.3860396524
25	0.3742306855
26	0.3627259827
27	0.3524145894
28	0.3415373852
29	0.331241195
30	0.3222086334
31	0.3131327334
32	0.3041089166
33	0.2955595766
34	0.2869925801
35	0.2794571481
36	0.2724455729
37	0.2658218076
38	0.2588790009
39	0.2526797017
40	0.2464945045
41	0.2409447051
42	0.2358124366
43	0.2304244628
44	0.2254309636
45	0.2202717294
46	0.2156321851
47	0.211632005
48	0.2071474411
49	0.2032658594
50	0.1997542691
51	0.1963522871
52	0.192347805
53	0.1893956444
54	0.1861016017
55	0.1828982418
56	0.180240947
57	0.177295302
58	0.1745524684
59	0.1722476064
60	0.1696723271
61	0.1671761154
62	0.1648555264
63	0.1629027619
64	0.1605981355
65	0.1586352254
66	0.1565101365
67	0.1545079161
68	0.152711369
69	0.1510160768
70	0.1497404611
71	0.147779207
72	0.1463853823
73	0.1449814024
74	0.143255094
75	0.1414019417
76	0.1397802033
77	0.1384296292
78	0.1370089711
79	0.1358085378
80	0.1346433905
81	0.1335350141
82	0.1321767038
83	0.1310071804
84	0.12973942
85	0.1289027184
86	0.1281878848
87	0.1273279629
88	0.1266540687
89	0.1256935927
90	0.124913035
91	0.1240550193
92	0.1234923321
93	0.1223060914
94	0.1215910111
95	0.1204754101
96	0.1197700293
97	0.1191503176
98	0.1185794299
99	0.1180615677
100	0.1175117051
101	0.1167394752
102	0.116134542
103	0.1157336332
104	0.1152465075
105	0.1147111681
106	0.1141942534
107	0.1137938837
108	0.1132116802
109	0.1128166517
110	0.1124128767
111	0.1118112	0.1112	0.1111113	0.1113	0.1107114	0.1114	0.1103115	0.1115	0.1101179313
116	0.1097963449
117	0.109271496
118	0.10900119	0.1076567539
120	0.1072785789
121	0.121	0.1076122	0.10663604122	0.1084063559
123124	0.1059808347
125	0.105680383
126	0.1053645264
127	0.1051192803
128	0.1048960847
129	0.1043905281
130	0.1041244264
131	0.1038752141
132	0.1036682612
133	0.103443046133	0.1052826304
134	0.1051148764
1136	0.1024896579
137	0.1022685922
138	0.1020673283
139	0.101834377
140	0.1015728619
141	0.101363476
142	0.1010921147
143	0.1009438046
144	0.1006939512144	0.1028305065
145	0.1025270807
1147	0.1001208265
148	0.09985013091
149	0.09969390205
150	0.09950847636
151	0.09936338506
152	0.09914938729
153	0.099153	0.10094343
154	0.100791809
155	0.1006320122
156	0.1004108141
157	0.1002348729
158	0.1001225325
159	0.0999685707160	0.0978139465
161	0.09770768143
162162	0.0995578436
163	0.09937419966
164	0.09905733902
165	0.09883237939
166	0.09866498936
167	0.09851881958
168	0.09835274868
169	0.0982170	0.09170	0.0980171	0.09171	0.0979172	0.09609020665
173	0.09597055528
174	0.09576379091
175	0.09568500158
176	0.09557017376
177	0.09545802287
178	0.0178	0.09707999576
179	0.0969450054
180	0.09685691892
181	0.09679027177
182	0.09669820439
183	0.09660492086
184	0.096443185	0.09469231178
186	0.09455306048
187	0.09442901211
188	0.0943398188	0189	0.189	0.0957929132
190	0.09568736112
191	0.0955855361
192	0.192	0.09423623829
193	0.09412023918
194	0.09398090091
195	0.09388310204
196	0197	0.09338081963
198	0.09329288225
199	0.09322603623
200	0.09314868461
201	0.09306512009
202	0.09301018577
203	0.09295913358
204	0.09286463207
205	0.0927436459
206	0.09262032535
207	0.09255945574
208	0.09245670142
209	0.0923816488
210	0.09230279109
211	0.09217655648
212	0.09211193855
213	0.09205504229
214	0.09197892878
215	0.09191758039
216	0.09183786062
217	0.0917281759
218	0.09167833641
219	0.09158744454
220	0.0914993325
221	0.09143397207
222	0.09136150429
223	0.09129072133
224	0.09124597531
225	0.09118557717
226	0.09114478298
227	0.09109714725
228	0.09104166549
229	0.09096450007
230	0.09081890225
231	0.09076023229
232	0.09066721246
233	0.09060395728
234	0.09056842866
235	0.09050296824
236	0.09046454363
237	0.09036688087
238	0.09022016923
239	0.09017744657
240	0.09014376983
241	0.0900241	0.08979320024
242	0.08975020533
243	0.0244	0.08993463831
245	0.08985593193
246	0.08982555728
247	0.08973989335
248	0.08964929777
249	0.08959849226
250	0.08948832616
251	0.08942486297
252	0.08933953857
253	0.08929270226
254	0.08923839053
255	0.08911030531
256	0.08903006441
257	0.08897854933
258	0.08892551286
259	0.08883905626
260	0.08880374807
261	0.08872208198
262	0.08864480421
263	0.088553403
264	0.08849019234
265	0.08845150136
266	0.08838261055
267	0.08832946426
268	0.08823798349
269	0.08818240283
270	0.08810389714
271	0.08805557102
272	0.0879928234
273	0.0879102978
274	0.087852916
275	0.08778837248
276	0.08775506753
277	0.08771553009
278	0.08763617558
279	0.08756289758
280	0.08750949012
281	0.08743674179
282	0.08739119962
283	0.08731807997
284	0.08725307297
285	0.0871812446
286	0.08712825375
287	0.08709510985
288	0.08705117141
289	0.08700079349
290	0.08694104285
291	0.08688798053
292	0.08685409997
293	0.08681697612
294	0.08678841653
295	0.0867418727
296	0.08669680135
297	0.08662719664
298	0.08657437206
299	0.08654514756
300	0.0864845136
301	0.08643076458
302	0.08637566005
303	0.0863293723
304	0.08627218234
305	0.08621033143
306	0.08615312722
307	0.08611560512
308	0.08606598996
309	0.08602268089
310	0.08599645896
311	0.08594095049
31311	0.0864872233313	0.0858527835
314	0.08580794955
315314	0.08632937563
315	0.08630322318
316	0.08625976063
317	0.08620316903
318	0.0861282888
319	0.08608473221
320	0.08602113259
321	0.0859622804
322	0.085901353
323	0.08582700751
324	0.08579094033
325	0.08573714698
326	0.08569556367
327	0.08565950431
328	0.08561965595
329	0.08556985523
330	0.08552609112
331	0.08547344496
332	0.08540486072
333	0.08535854836
3335	0.08479099668
336	0.08475967054
337	0.08470791389
338	0.08468404557
339	0.08466480254
340	0.08462988206
341	0.08457389694
342	0.08451874005
343	0.08446735986
344	0.08444667289
345	0.08441207366
346	0.08439317497
347	0.08434033656
348	0.0842820253
349	0.0842284793
350	0.08420792088
351	0.084158356873352	0.084116441583353	0.08407291772
354	0.08403972636
355	0.08399788665355	0.0843850219
356	0.08434996467
357	0.08429836197
358	0.08428142541
35360	0.08379617857
361	0.0837487527361	0.08414383611
362	0.08411503633
363	0.08405132535
364	0.08400950986
365	0.08398473898
366	0.08394748392
367	0.08390423001
368	0.08385797383
369	0.08380084747
3371	0.08335659482
372	0.08334573688
373	0.0833287074
374	0.08328879076374	0.0836379281
375	0.08357853669
376	0.08354624377
377	0.08350137645
378	0.08346035142
379	0.08341262041
380	0.0833633588
38382	0.08299569081
383	0.08296786231
384	0.08292035737
385	0.08287488526
386	0.0828488276386	0.08309745592
387	0.08303843781
388	0.08299673529
389	0.08296091882
390	0.08291726153
391	0.08286181054
392	0.08282913105
393	0.08277570391
394	0.08273744293
395	0.08267121845
396	0.08264298275
397	0.08260709024
398	0.08258490528
399	0.08253522316
400	0.08250215927
401	0.08247326266
402	0.08242802148
403	0.08240561538
404	0.08236221767
405	0.08233405824
406	0.08231214697
407	0.08226625012
408	0.08222656269
409	0.08217974337
410	0.08214961271
411	0.08211357213
412	0.08207978995
413	0.08203199235
414	0.08199762084
415	0.08196347546
416	0.08193916034
417	0.08191334081
418	0.08186367967
419	0.08181966556
420	0.08178500779
421	0.08175493989
422	0.08171862547
423	0.08169238433
424	0.08165615785
425	0.08162921344
426	0.08159345469
427	0.08159216
428	0.08156272072
429	0.08152294207
430	0.08147944601
431	0.08144397845
432	0.08142626761
433	0.08140627098
434	0.08136587397
435	0.08135088705
436	0.08132380562
437	0.08129582426
438	0.0812707234
439	0.08123911595
440	0.08120879919
441	0.08116684679
442	0.0811461187
443	0.08110605613
444	0.08106605669
445	0.08104414085
446	0.08101303767
447	0.08097900577
448	0.08094663608
449	0.08091692258
450	0.08089441626
451	0.08087829623
452	0.08086070364
453	0.08081762937
454	0.08081144082
455	0.08078029501
456	0.08074039007
457	0.08070840809
458	0.08066251056
459	0.08064274545
460	0.08060037578
461	0.08058207125
462	0.08058109659
463	0.0805519967
464	0.08052426323
465	0.08048659765
466	0.08047158428
467	0.0804494943
468	0.08043232049
469	0.08041535472
470	0.08037766567
471	0.08035399136
472	0.08031125507
473	0.08029754439
474	0.08026916832
475	0.08024233164
476	0.08020475428
477	0.08016931713
478	0.08014633029
479	0.08011867925
480	0.08007881143
481	0.08006198306
482	0.08005796938
483	0.08002313516
484	0.07999046263
485	0.07996766703
486	0.07995863359
487	0.07992592543
488	0.07989335109
489	0.079862563
490	0.07984564982
491	0.07981238923
492	0.07979060919
493	0.07975837069
494	0.07972605602
495	0.07971680649
496	0.07971266136
497	0.07968486944
498	0.07965060615
499	0.0796176769
500	0.07957904274
501	0.07955414206
502	0.07953803511
503	0.07950810477
504	0.07948804223
505	0.07945614762
506	0.0794302197
507	0.07940316299
508	0.07936852031
509	0.07934565757
510	0.0793168277
511	0.07928055602
512	0.07923530906
513	0.07922296888
514	0.07919055929
515	0.07917360383
516	0.07915025259
517	0.0791265521
518	0.07910078602
519	0.0790752315
520	0.07904592695
521	0.07902203838
522	0.0790007912
523	0.07897829492
524	0.0789505761
525	0.07892129467
526	0.07889612243
527	0.0788804652
528	0.07883792304
529	0.07879943583
530	0.07878086023
531	0.07876314152
532	0.0787319826
533	0.07871523534
534	0.07868218239
535	0.07866167616
536	0.07864226497
537	0.07860860328
538	0.07857678182
539	0.07855686815
540	0.07852780931
541	0.07851457518
542	0.07850436505
543	0.07847038601
544	0.07845321809
545	0.07842914743
546	0.07840683847
547	0.07838324142
548	0.07835770714
549	0.07835677413
550	0.07833701227
551	0.07832518215
552	0.07831322818
553	0.07827534285
554	0.07826755946
555	0.07824365277
556	0.07821838963
557	0.07820172239
558	0.07816979139
559	0.07814499693
560	0.07812604308
561	0.07810984952
562	0.07810922908
563	0.07809388077
564	0.07808426286
565	0.07805874111
566	0.07803573572
567	0.07800596286
568	0.07797254459
569	0.07794720661
570	0.07793301416
571	0.07790828298
572	0.07788412492
573	0.07786461992
574	0.07783750196
575	0.07783199812
576	0.07782495005
577	0.07780020975
578	0.07775091737
579	0.07771986895
580	0.07770690977
581	0.07766814999
582	0.07764012004
583	0.07763927296
584	0.07761118617
585	0.0775820361
586	0.07755508034
587	0.07753858618
588	0.07751988923
589	0.07749516304
590	0.07749019433
591	0.07748393794
592	0.07745639816
593	0.07743630934
594	0.0774087054
595	0.07738291158
596	0.07736205696
597	0.07733148372
598	0.07731198682
599	0.0772958882
600	0.07726617839
601	0.07723123838
602	0.07720867027
603	0.07718471618
604	0.07716308374
605	0.07714221239
606	0.07712783297
607	0.077113828
608	0.07708907252
609	0.07707123159
610	0.0770573361
611	0.07703693529
612	0.07700721021
613	0.07699269512
614	0.07698189997
615	0.0769526706
616	0.07693227354
617	0.07692115898
618	0.07688977482
619	0.07686952841
620	0.07683864758
621	0.07681862985
622	0.07678436598
623	0.07676169726
624	0.07675022149
625	0.0767358474
626	0.0767177111
627	0.07669330825
628	0.07666245871
629	0.07665057148
630	0.07664524593
631	0.07662424712
632	0.07661328678
633	0.07658887712
634	0.07656569983
635	0.07655175186
636	0.07653393796
637	0.07652425441
638	0.07650481673
639	0.07647778296
640	0.07646706586
641	0.07644259043
642	0.07641854714
643	0.07641794032
644	0.07641720044
645	0.07641662418
646	0.0763975768648	0.07665428091
64648	0.07636756275
649	0.07635485948
650	0.07634492178
651	0.0763230849
652	0.0763225249654	0.07656008664
655	0.07654318707
656	0.07653193521
657	0.07650031259
658	0.07648117175
659	0.07647186526
660	0.07644409443
661	0.07642402218
662	0.07642344278
663	0.07641352233
664	0.07640182505
665	0.07637909033
666	0.07636277025
667	0.07633946926
668	0.07632387264
669	0.07630990971
670	0.07629171743
671	0.0762711056
672	0.07625493642
673	0.07625433456
674	0.07624035066
675	0.07622705577
676	0.07619390361
677	0.076177333276678	0.07616003745678	0.07594620068
679	0.07593366021
680	0.07590747718
681	0.07588892824
683	0.07608422932683	0.07584443381
684	0.07582411684
685	0.07580464981
686	0.07577976738
687	0.07576661798
688	0.07574765086
689	0.07572532814
690	0.07571199381
691	0.07569831617
692	0.07568715273
693	0.0756865621
694	0.07565307966
695	0.07564334998
696	0.0756286983
697	0.07561621136
698	0.07559847116
699	0.07557621206
700	0.0755519669
701	0.07552745154
702	0.07550401981
703	0.0754914312
704	0.07547367409
705	0.07546149038
706	0.0754518571
707	0.075708	0.075708	0.075709	0.075709	0.075710	0.07584225726
711	0.07581798098
712	0.07580424011
713	0.0757674208
714	0.07573912727
715	0.07572197159
716	0.07570891558
717	0.07568775742
718	0.07567234561
719	0.07567214995
720	0.07566495695
721	0.07565555925
722	0.0756191628
723	0.07560536828
724	0.0755847399
725	0.07556575047
726	0.0755463639
727	0.07553974286
728	0.07551828084
729	0.07550494672
730	0.07548505079
731	0.07548498434
732	0.0754766943
733	0.07544138441
734	0.07540860765
735	0.07539640438
736	0.07536654112
737	0.07534975311
738	0.07534354312
739	0.07532839531
740	0.07532230706
741	0.07531225524
742	0.07529499668
743	0.07527334639
744	0.07526253501
745	0.07523784106
746	0.07523767952
747	0.07522252584
748	0.07521088508
749	0.07518917216
750	0.07518902971
751	0.07514254036
752	0.0751424011
753	0.07512802689
754	0.07510385426
755	0.07508099155
756	0.07506002661
757	0.07505261877
758	0.07503679497
759	0.07501921608
760	0.07499958454
761	0.07497502175
762	0.07495220464
763	0.07495056797
764	0.074938772
765	0.07492436955
766	0.07491428653
767	0.07488272809
768	0.07486994119
769	0.0748585882
770	0.07484399083
771	0.07483674379
772	0.07482624894
773	0.07481163579
774	0.07476247465
775	0.07474545172
776	0.07473003669
777	0.0747298931
778	0.07472420494
779	0.07470235864
780	0.07466417668
781	0.07461998799
782	0.07461063194
783	0.07460624828
784	0.07456714985
785	0.07453031381
786	0.07453019538
787	0.0745142902
788	0.0745064194
789	0.07450485568
790	0.07450389806
791	0.07450377133
792	0.07448584462
793	0.0744857547
794	0.07446647015
795	0.0744651774
796	0.07444097314
797	0.07442283656
798	0.07440321968
799	0.07439395722
800	0.07437567091
801	0.07436520238
802	0.07436516164
803	0.07434627983
804	0.07433722037
805	0.07430241457
806	0.07427498937
807	0.07426166873
808	0.07424386946
809	0.07423211162
810	0.07420991819
811	0.07420286517
812	0.0741864421
813	0.07416112213
814	0.07415345914
815	0.07414194064
816	0.07413266688
817	0.07411175098
818	0.07410551379
819	0.07410514143
820	0.07409115901
821	0.07409110369
822	0.07408984538
823	0.07406710578
824	0.07406094735
825	0.07404489744
826	0.0740400415
827	0.07402535786
828	0.07401246286
829	0.07400562429
830	0.07399530238
831	0.07396723415
832	0.07392392466
833	0.07389216938
834	0.07388154613
835	0.07386779558
836	0.07386620806
837	0.0738566715
838	0.07383467419
839	0.07381765905
840	0.07380660939
841	0.07379054516
842	0.07378909744
843	0.07377024337
844	0.07375144518
845	0.07373792346
846	0.07372750622
847	0.07372124201
848	0.07369366029
849	0.07366612252
850	0.0736530881
851	0.0736420009
852	0.07363686505
853	0.07362089363
854	0.07361250715
855	0.07361242434
856	0.0736122505
857	0.07359885064
858	0.07358312391
859	0.07357287849
860	0.07355030464
861	0.07354453292
862	0.07353824859
863	0.0735278188
864	0.07351769046
865	0.0735016347
866	0.07348200817
867	0.0734760286
868	0.0734685066
869	0.07346835393
870	0.07344771709
871	0.07343032765
872	0.07342737957
873	0.07340079649
874	0.07338904736
875	0.07338145864
876	0.07335832271
877	0.07335038638
878	0.07334345565
879	0.07333256298
880	0.07331813582
881	0.07329008253
882	0.07329003036
883	0.07325159347
884	0.07323164689
885	0.07321182571
886	0.07320363874
887	0.07317892472
888	0.07315576533
889	0.07314450917
890	0.07311748726
891	0.07311076019
892	0.07310158516
893	0.07308872625
894	0.07307769081
895	0.07307076534
896	0.07305533384
897	0.07303834647
898	0.07302656434
899	0.07298854559
900	0.0729667291
901	0.07295559974
902	0.07293482066
903	0.07291963961
904	0.07289291739
905	0.07286222244
906	0.07283528358
907	0.07281024867
908	0.07278702983
909	0.0727751053
910	0.07275694932
911	0.07273879884
912	0.07273589821
913	0.07273473978
914	0.07272605427
915	0.07271422806
916	0.0727141266
91917	0.0726981537918	0.07270595749
919	0.07269300547
920	0.0726871031
921	0.07268700575
92922	0.07264564269
923	0.0726326381924	0.07265398786
925	0.07263680747
926	0.07263638908
927	0.07260919793
928	0.07260854004
929	0.07260842264
930	0.0725989223
931	0.07258863386
932	0.07256498982
933	0.07255782968
934	0.0725453832
935	0.07253176258
936	0.07252806483
937	0.07251730333
938	0.07250672054
939	0.07249588697
940	0.07248519121
941	0.07247901748
942	0.07245685085
943	0.07243119768
944	0.0724267742
945	0.07241293749
946	0.07238286436
947	0.07235822791
948	0.07234777699
949	0.07233548693
950	0.0723344532
951	0.07232774489
952	0.07230590463
953	0.07230576947
954	0.07230570895
955	0.07230099099
956	0.0722878036
957	0.07226818482
958	0.072254827
959	0.0722511117
960	0.07224884426
961	0.07223712826
962	0.0722288832
963	0.07963	0.0722964	0.07964	0.07226201113
965	0.0722966	0.07966	0.0722967	0.07218586664
968	0.07968	0.0722969	0.0969	0.07220970	0.0970	0.07218801886
971	0.07216513441
972	0.07216305838
973	0.0721474754
974	0.07214610598
975	0.07213976	0.976	0.07210559222
977	0.07210978	0.0978	0.07208668461
979	0.07208433203
980	0.07207032432
981	0.07206080006
982	0.07206054355
983	0.07204604236
984	0.07203073255
985	0.07201999152
986	0.0720050449
987	0.0719988	0.07190071157
989	0.07188403992
990	0.07990	0.0719991	0.991	0.07195992	0.0992	0.07194993	0.0993	0.07194994	0.0994	0.0719995	0.07995	0.0719996	0.07996	0.0719997	0.0717708006
998	0.071998	0.071999	0.07999	0.07188075083
9	0.07122687026
